player,season,team,overall,attack,defense,base_overall,podium_finish,era_boost,rating_source,photo
Boulaye Dia,2022,Senegal,77,72,40,77,—,0.0,FIFA22,
Pape Abou Cissé,2022,Senegal,76,43,77,76,—,0.0,FIFA22,
Iliman Ndiaye,2022,Senegal,76,75,52,76,—,0.0,FIFA22,
Krépin Diatta,2022,Senegal,76,73,53,76,—,0.0,FIFA22,
Youssouf Sabaly,2022,Senegal,76,60,72,76,—,0.0,FIFA22,
Alfred Gomis,2022,Senegal,76,10,76,76,—,0.0,FIFA22,
Nampalys Mendy,2022,Senegal,75,65,73,75,—,0.0,FIFA22,
Moussa N'Diaye,2022,Senegal,73,65,75,73,—,0.0,FIFA22,
Ismail Jakobs,2022,Senegal,73,58,71,73,—,0.0,estimated,
Seny Dieng,2022,Senegal,72,10,72,72,—,0.0,FIFA22,
Nicolas Jackson,2022,Senegal,72,70,38,72,—,0.0,estimated,
Fodé Ballo-Touré,2022,Senegal,72,64,68,72,—,0.0,FIFA22,
Mamadou Loum,2022,Senegal,71,56,73,71,—,0.0,FIFA22,
Pathé Ciss,2022,Senegal,70,55,74,70,—,0.0,FIFA22,
Pape Matar Sarr,2022,Senegal,70,67,63,70,—,0.0,FIFA22,
Bamba Dieng,2022,Senegal,70,68,37,70,—,0.0,FIFA22,
Famara Diédhiou,2022,Senegal,69,62,43,69,—,0.0,FIFA22,
Moustapha Name,2022,Senegal,69,63,67,69,—,0.0,FIFA22,
Pape Gueye,2022,Senegal,66,64,36,66,—,0.0,FIFA22,
Formose Mendy,2022,Senegal,58,37,60,58,—,0.0,FIFA22,
Sergej Milinković-Savić,2022,Serbia,85,79,81,85,—,0.0,FIFA22,
Dušan Tadić,2022,Serbia,84,82,52,84,—,0.0,FIFA22,
Filip Kostić,2022,Serbia,84,81,71,84,—,0.0,FIFA22,
Marko Dmitrović,2022,Serbia,80,11,80,80,—,0.0,FIFA22,
Nemanja Maksimović,2022,Serbia,79,69,77,79,—,0.0,FIFA22,
Nemanja Gudelj,2022,Serbia,79,71,77,79,—,0.0,FIFA22,
Luka Jović,2022,Serbia,79,76,42,79,—,0.0,FIFA22,
Predrag Rajković,2022,Serbia,78,10,78,78,—,0.0,FIFA22,
Dušan Vlahović,2022,Serbia,78,72,41,78,—,0.0,FIFA22,
Uroš Račić,2022,Serbia,78,74,79,78,—,0.0,FIFA22,
Nikola Milenković,2022,Serbia,76,55,77,76,—,0.0,FIFA22,
Andrija Živković,2022,Serbia,76,76,56,76,—,0.0,FIFA22,
Filip Đuričić,2022,Serbia,76,73,47,76,—,0.0,FIFA22,
Darko Lazović,2022,Serbia,76,73,60,76,—,0.0,FIFA22,
Nemanja Radonjić,2022,Serbia,75,74,38,75,—,0.0,FIFA22,
Aleksandar Mitrović,2022,Serbia,75,68,43,75,—,0.0,FIFA22,
Saša Lukić,2022,Serbia,75,70,69,75,—,0.0,FIFA22,
Marko Grujić,2022,Serbia,75,72,73,75,—,0.0,FIFA22,
Miloš Veljković,2022,Serbia,73,46,73,73,—,0.0,FIFA22,
Stefan Mitrović,2022,Serbia,73,43,76,73,—,0.0,FIFA22,
Filip Mladenović,2022,Serbia,73,70,62,73,—,0.0,FIFA22,
Ivan Ilić,2022,Serbia,72,69,63,72,—,0.0,FIFA22,
Srđan Babić,2022,Serbia,70,46,72,70,—,0.0,FIFA22 (heritage),
Vanja Milinković-Savić,2022,Serbia,70,11,70,70,—,0.0,FIFA22,
Strahinja Pavlović,2022,Serbia,69,52,70,69,—,0.0,FIFA22,
Strahinja Eraković,2022,Serbia,69,52,70,69,—,0.0,FIFA22,
Heung-min Son,2022,South Korea,89,86,50,89,—,0.0,FIFA22,
Hwang Ui-jo,2022,South Korea,76,73,51,76,—,0.0,FIFA22,
Jae-sung Lee,2022,South Korea,75,68,56,75,—,0.0,FIFA22,
Hyeon-woo Jo,2022,South Korea,75,9,75,75,—,0.0,FIFA22,
Kim Min-jae,2022,South Korea,74,50,75,74,—,0.0,FIFA22,
Kwon Kyung-won,2022,South Korea,72,53,74,72,—,0.0,FIFA22,
Kwon Chang-hoon,2022,South Korea,72,71,52,72,—,0.0,FIFA22,
Kim Tae-hwan,2022,South Korea,72,65,68,72,—,0.0,FIFA22,
Son Jun-ho,2022,South Korea,71,64,67,71,—,0.0,FIFA22,
Chul Hong,2022,South Korea,71,63,67,71,—,0.0,FIFA22,
Kim Jin-su,2022,South Korea,70,57,65,70,—,0.0,FIFA22,
Paik Seung-ho,2022,South Korea,70,66,61,70,—,0.0,FIFA22,
Hee-chan Hwang,2022,South Korea,70,65,48,70,—,0.0,estimated,
Na Sang-ho,2022,South Korea,70,68,43,70,—,0.0,FIFA22,
Young-gwon Kim,2022,South Korea,70,55,73,70,—,0.0,FIFA22,
Jeong Woo-yeong,2022,South Korea,70,66,41,70,—,0.0,FIFA22,
Song Min-kyu,2022,South Korea,70,68,40,70,—,0.0,FIFA22,
Seung-gyu Kim,2022,South Korea,69,10,69,69,—,0.0,FIFA22,
Cho Gue-sung,2022,South Korea,69,60,69,69,—,0.0,FIFA22,
Song Bum-keun,2022,South Korea,67,10,67,67,—,0.0,FIFA22,
Kim Moon-hwan,2022,South Korea,66,63,59,66,—,0.0,FIFA22,
Lee Kang-in,2022,South Korea,66,58,65,66,—,0.0,FIFA22,
Cho Yu-min,2022,South Korea,66,57,68,66,—,0.0,FIFA22,
Woo-young Jung,2022,South Korea,62,9,62,62,—,0.0,FIFA22,
Yoon Jong-gyu,2022,South Korea,61,51,57,61,—,0.0,FIFA22,
Hwang In-beom,2022,South Korea,57,61,46,57,—,0.0,FIFA22,
Sergio Busquets,2022,Spain,89,75,78,86,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/busquets-sergio.avif
Marcos Llorente,2022,Spain,86,82,79,86,—,0.0,FIFA22,
Rodri,2022,Spain,86,73,82,86,—,0.0,FIFA22,
Jordi Alba,2022,Spain,86,79,73,86,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/jordi-alba.avif
Aymeric Laporte,2022,Spain,86,62,84,86,—,0.0,FIFA22,
Koke,2022,Spain,85,78,79,85,—,0.0,FIFA22,
Dani Carvajal,2022,Spain,85,70,81,85,—,0.0,FIFA22,
César Azpilicueta,2022,Spain,83,66,82,83,—,0.0,FIFA22,
Álvaro Morata,2022,Spain,83,79,44,83,—,0.0,FIFA22,
Marco Asensio,2022,Spain,83,81,48,83,—,0.0,FIFA22,
Pau Torres,2022,Spain,82,57,83,82,—,0.0,FIFA22,
Ferran Torres,2022,Spain,82,80,44,82,—,0.0,FIFA22,
Dani Olmo,2022,Spain,82,79,53,82,—,0.0,FIFA22,
Unai Simón,2022,Spain,82,11,82,82,—,0.0,FIFA22,
Carlos Soler,2022,Spain,81,79,71,81,—,0.0,FIFA22,
Pedri,2022,Spain,81,75,65,81,—,0.0,FIFA22,
Pablo Sarabia,2022,Spain,80,78,58,80,—,0.0,FIFA22,
Eric García,2022,Spain,77,57,77,77,—,0.0,FIFA22,
Robert Sánchez,2022,Spain,76,10,76,76,—,0.0,FIFA22,
Ansu Fati,2022,Spain,76,76,36,76,—,0.0,FIFA22,
David Raya,2022,Spain,74,11,74,74,—,0.0,FIFA22,
Hugo Guillamón,2022,Spain,73,52,74,73,—,0.0,FIFA22,
Yeremy Pino,2022,Spain,73,70,35,73,—,0.0,FIFA22,
Gavi,2022,Spain,68,65,52,68,—,0.0,FIFA22,
Nico Williams,2022,Spain,67,66,30,67,—,0.0,FIFA22,
Alejandro Balde,2022,Spain,67,53,58,67,—,0.0,FIFA22,
Yann Sommer,2022,Switzerland,85,11,85,85,—,0.0,FIFA22,
Manuel Akanji,2022,Switzerland,80,63,80,80,—,0.0,FIFA22,
Denis Zakaria,2022,Switzerland,80,71,81,80,—,0.0,FIFA22,
Remo Freuler,2022,Switzerland,80,74,74,80,—,0.0,FIFA22,
Nico Elvedi,2022,Switzerland,79,56,79,79,—,0.0,FIFA22,
Granit Xhaka,2022,Switzerland,79,67,72,79,—,0.0,FIFA22,
Gregor Kobel,2022,Switzerland,79,11,79,79,—,0.0,FIFA22,
Xherdan Shaqiri,2022,Switzerland,79,78,52,79,—,0.0,FIFA22,
Haris Seferovic,2022,Switzerland,78,73,58,78,—,0.0,FIFA22,
Renato Steffen,2022,Switzerland,78,77,53,78,—,0.0,FIFA22,
Breel Embolo,2022,Switzerland,77,74,60,77,—,0.0,FIFA22,
Jonas Omlin,2022,Switzerland,77,10,77,77,—,0.0,FIFA22,
Djibril Sow,2022,Switzerland,77,72,76,77,—,0.0,FIFA22,
Ricardo Rodríguez,2022,Switzerland,76,71,75,76,—,0.0,FIFA22,
Fabian Schär,2022,Switzerland,76,67,76,76,—,0.0,FIFA22,
Silvan Widmer,2022,Switzerland,75,68,73,75,—,0.0,FIFA22,
Michel Aebischer,2022,Switzerland,75,71,68,75,—,0.0,FIFA22,
Christian Fassnacht,2022,Switzerland,75,72,47,75,—,0.0,FIFA22,
Ruben Vargas,2022,Switzerland,75,73,57,75,—,0.0,FIFA22,
Noah Okafor,2022,Switzerland,72,71,44,72,—,0.0,FIFA22,
Fabian Frei,2022,Switzerland,72,69,70,72,—,0.0,FIFA22,
Edimilson Fernandes,2022,Switzerland,71,68,70,71,—,0.0,FIFA22,
Eray Cömert,2022,Switzerland,71,53,72,71,—,0.0,FIFA22,
Philipp Köhn,2022,Switzerland,69,9,69,69,—,0.0,FIFA22,
Fabian Rieder,2022,Switzerland,64,63,52,64,—,0.0,FIFA22,
Ardon Jashari,2022,Switzerland,53,54,44,53,—,0.0,FIFA22,
Ellyes Skhiri,2022,Tunisia,77,69,76,77,—,0.0,FIFA22,
Wahbi Khazri,2022,Tunisia,76,77,49,76,—,0.0,FIFA22,
Dylan Bronn,2022,Tunisia,75,64,76,75,—,0.0,FIFA22,
Naïm Sliti,2022,Tunisia,75,73,44,75,—,0.0,FIFA22,
Aïssa Laïdouni,2022,Tunisia,70,63,69,70,—,0.0,FIFA22 (heritage),
Ali Abdi,2022,Tunisia,70,65,63,70,—,0.0,FIFA22,
Bilel Ifa,2022,Tunisia,69,58,63,69,—,0.0,estimated,
Montassar Talbi,2022,Tunisia,69,58,63,69,—,0.0,estimated,
Yassine Meriah,2022,Tunisia,69,54,71,69,—,0.0,FIFA22,
Taha Yassine Khenissi,2022,Tunisia,69,54,71,69,—,0.0,FIFA22,
Ali Maâloul,2022,Tunisia,69,58,63,69,—,0.0,estimated,
Mohamed Dräger,2022,Tunisia,69,64,63,69,—,0.0,FIFA22,
Aymen Mathlouthi,2022,Tunisia,68,63,60,68,—,0.0,estimated,
Aymen Dahmen,2022,Tunisia,68,63,60,68,—,0.0,estimated,
Bechir Ben Saïd,2022,Tunisia,68,63,60,68,—,0.0,estimated,
Mouez Hassen,2022,Tunisia,68,63,60,68,—,0.0,estimated,
Youssef Msakni,2022,Tunisia,67,64,48,67,—,0.0,estimated,
Seifeddine Jaziri,2022,Tunisia,67,64,48,67,—,0.0,estimated,
Nader Ghandri,2022,Tunisia,66,63,61,66,—,0.0,estimated,
Issam Jebali,2022,Tunisia,66,67,47,66,—,0.0,FIFA22,
Ferjani Sassi,2022,Tunisia,66,63,61,66,—,0.0,estimated,
Mohamed Ali Ben Romdhane,2022,Tunisia,66,63,61,66,—,0.0,FIFA22,
Ghailene Chaalali,2022,Tunisia,66,63,61,66,—,0.0,estimated,
Anis Ben Slimane,2022,Tunisia,65,62,59,65,—,0.0,FIFA22,
Wajdi Kechrida,2022,Tunisia,64,48,62,64,—,0.0,FIFA22,
Hannibal Mejbri,2022,Tunisia,62,59,54,62,—,0.0,FIFA22,
Christian Pulisic,2022,USA,82,78,43,82,—,0.0,FIFA22,
Tyler Adams,2022,USA,77,64,74,77,—,0.0,FIFA22,
Giovanni Reyna,2022,USA,77,76,46,77,—,0.0,FIFA22,
Weston McKennie,2022,USA,77,74,78,77,—,0.0,FIFA22,
Sergiño Dest,2022,USA,76,71,67,76,—,0.0,FIFA22,
Matt Turner,2022,USA,75,10,75,75,—,0.0,FIFA22,
Aaron Long,2022,USA,75,54,77,75,—,0.0,FIFA22,
Cristian Roldan,2022,USA,75,72,73,75,—,0.0,FIFA22,
Walker Zimmerman,2022,USA,74,52,75,74,—,0.0,FIFA22,
Jordan Morris,2022,USA,74,72,50,74,—,0.0,FIFA22,
Timothy Weah,2022,USA,74,73,49,74,—,0.0,FIFA22,
Antonee Robinson,2022,USA,73,61,69,73,—,0.0,FIFA22,
Sean Johnson,2022,USA,73,10,73,73,—,0.0,FIFA22,
Shaq Moore,2022,USA,72,66,65,72,—,0.0,FIFA22,
DeAndre Yedlin,2022,USA,72,63,68,72,—,0.0,FIFA22,
Kellyn Acosta,2022,USA,72,70,70,72,—,0.0,FIFA22,
Yunus Musah,2022,USA,71,69,60,71,—,0.0,FIFA22,
Brenden Aaronson,2022,USA,71,69,54,71,—,0.0,FIFA22,
Ethan Horvath,2022,USA,71,9,71,71,—,0.0,FIFA22,
Josh Sargent,2022,USA,71,69,49,71,—,0.0,FIFA22,
Jesús Ferreira,2022,USA,70,70,45,70,—,0.0,FIFA22,
Tim Ream,2022,USA,69,57,70,69,—,0.0,FIFA22,
Cameron Carter-Vickers,2022,USA,69,42,69,69,—,0.0,FIFA22,
Luca de la Torre,2022,USA,68,62,56,68,—,0.0,FIFA22,
Haji Wright,2022,USA,66,63,36,66,—,0.0,FIFA22,
Joe Scally,2022,USA,65,52,60,65,—,0.0,FIFA22,
Luis Suárez,2022,Uruguay,91,85,65,88,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/suarez-luis.avif
Edinson Cavani,2022,Uruguay,88,83,75,85,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/cavani-edinson.avif
José Giménez,2022,Uruguay,84,54,84,84,—,0.0,FIFA22,
Federico Valverde,2022,Uruguay,83,78,78,83,—,0.0,FIFA22,
Sebastián Coates,2022,Uruguay,83,56,85,83,—,0.0,FIFA22,
Fernando Muslera,2022,Uruguay,80,10,80,80,—,0.0,FIFA22,
Diego Godín,2022,Uruguay,87,68,90,80,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/godin-diego.avif
Lucas Torreira,2022,Uruguay,80,73,78,80,—,0.0,FIFA22,
Maxi Gómez,2022,Uruguay,80,74,46,80,—,0.0,FIFA22,
Ronald Araújo,2022,Uruguay,78,50,79,78,—,0.0,FIFA22,
Matías Vecino,2022,Uruguay,78,73,75,78,—,0.0,FIFA22,
Rodrigo Bentancur,2022,Uruguay,78,72,75,78,—,0.0,FIFA22,
Nicolás de la Cruz,2022,Uruguay,78,78,68,78,—,0.0,FIFA22,
Giorgian De Arrascaeta,2022,Uruguay,78,78,68,78,—,0.0,FIFA22,
Sebastián Sosa,2022,Uruguay,78,10,78,78,—,0.0,FIFA22,
Darwin Núñez,2022,Uruguay,76,74,52,76,—,0.0,FIFA22,
Mathías Olivera,2022,Uruguay,76,62,75,76,—,0.0,FIFA22,
Matías Viña,2022,Uruguay,76,70,69,76,—,0.0,FIFA22,
Martín Cáceres,2022,Uruguay,76,61,76,76,—,0.0,FIFA22,
Sergio Rochet,2022,Uruguay,76,10,76,76,—,0.0,FIFA22,
Facundo Torres,2022,Uruguay,73,71,41,73,—,0.0,FIFA22,
Manuel Ugarte,2022,Uruguay,72,65,69,72,—,0.0,FIFA22,
Facundo Pellistri,2022,Uruguay,70,68,37,70,—,0.0,FIFA22,
Agustín Canobbio,2022,Uruguay,69,67,45,69,—,0.0,FIFA22,
José Luis Rodríguez,2022,Uruguay,67,37,70,67,—,0.0,FIFA22,
Guillermo Varela,2022,Uruguay,59,54,56,59,—,0.0,FIFA22,
Gareth Bale,2022,Wales,82,82,59,82,—,0.0,FIFA22,
Aaron Ramsey,2022,Wales,80,76,66,80,—,0.0,FIFA22,
Ben Davies,2022,Wales,79,68,77,79,—,0.0,FIFA22,
Daniel James,2022,Wales,77,75,51,77,—,0.0,FIFA22,
Connor Roberts,2022,Wales,75,61,69,75,—,0.0,FIFA22,
Wayne Hennessey,2022,Wales,74,11,74,74,—,0.0,FIFA22,
Danny Ward,2022,Wales,74,10,74,74,—,0.0,FIFA22,
Kieffer Moore,2022,Wales,74,67,57,74,—,0.0,FIFA22,
Chris Mepham,2022,Wales,72,50,73,72,—,0.0,FIFA22,
Joe Rodon,2022,Wales,72,44,73,72,—,0.0,FIFA22,
Ben Cabango,2022,Wales,72,40,73,72,—,0.0,FIFA22,
Adam Davies,2022,Wales,71,10,71,71,—,0.0,FIFA22,
Joe Allen,2022,Wales,70,67,69,70,—,0.0,FIFA22,
Brennan Johnson,2022,Wales,69,64,44,69,—,0.0,FIFA22,
Tom Lockyer,2022,Wales,69,50,71,69,—,0.0,FIFA22,
Neco Williams,2022,Wales,68,55,62,68,—,0.0,FIFA22,
Ethan Ampadu,2022,Wales,68,48,68,68,—,0.0,FIFA22,
Jonny Williams,2022,Wales,67,65,45,67,—,0.0,FIFA22,
Matthew Smith,2022,Wales,67,63,64,67,—,0.0,FIFA22,
Joe Morrell,2022,Wales,66,63,51,66,—,0.0,FIFA22,
Chris Gunter,2022,Wales,64,54,64,64,—,0.0,FIFA22,
Sorba Thomas,2022,Wales,64,64,43,64,—,0.0,FIFA22,
Harry Wilson,2022,Wales,63,47,66,63,—,0.0,FIFA22,
Dylan Levitt,2022,Wales,63,61,52,63,—,0.0,FIFA22,
Mark Harris,2022,Wales,62,60,45,62,—,0.0,FIFA22,
Rubin Colwill,2022,Wales,59,59,45,59,—,0.0,FIFA22,
Riyad Mahrez,2026,Algeria,84,82,46,84,—,0.0,FC26,
Rayan Aït Nouri,2026,Algeria,81,70,75,81,—,0.0,FC26,
Amine Tougai,2026,Algeria,80,81,51,80,—,0.0,FC26,
Mohammed Amoura,2026,Algeria,80,81,51,80,—,0.0,FC26,
Amine Gouiri,2026,Algeria,79,80,52,79,—,0.0,FC26,
Ramy Bensebaini,2026,Algeria,79,72,78,79,—,0.0,FC26,
Houssem Aouar,2026,Algeria,77,75,65,77,—,0.0,FC26,
Nadhir Benbouali,2026,Algeria,77,76,48,77,—,0.0,estimated,
Hicham Boudaoui,2026,Algeria,77,72,75,77,—,0.0,FC26,
Nabil Bentaleb,2026,Algeria,77,73,72,77,—,0.0,FC26,
Adil Boulbina,2026,Algeria,77,76,48,77,—,0.0,estimated,
Anis Moussa,2026,Algeria,76,74,36,76,—,0.0,FC26,
Aïssa Mandi,2026,Algeria,75,59,74,75,—,0.0,FC26,
Melvin Mastil,2026,Algeria,74,70,61,74,—,0.0,estimated,
Achraf Abada,2026,Algeria,74,64,66,74,—,0.0,estimated,
Zinédine Belaïd,2026,Algeria,74,64,66,74,—,0.0,estimated,
Fares Chaïbi,2026,Algeria,74,72,68,74,—,0.0,FC26,
Oussama Benbout,2026,Algeria,74,70,61,74,—,0.0,estimated,
Luca Zidane,2026,Algeria,74,70,61,74,—,0.0,estimated,
Samir Chergui,2026,Algeria,74,64,66,74,—,0.0,estimated,
Ramiz Zerrouki,2026,Algeria,73,68,71,73,—,0.0,FC26,
Ibrahim Maza,2026,Algeria,71,71,46,71,—,0.0,FC26,
Farés Ghedjemis,2026,Algeria,71,69,66,71,—,0.0,FC26,
Jaouen Hadjam,2026,Algeria,69,62,67,69,—,0.0,FC26,
Yassine Titraoui,2026,Algeria,68,62,62,68,—,0.0,FC26,
Rafik Belghali,2026,Algeria,66,64,61,66,—,0.0,FC26,
Lautaro Martínez,2026,Argentina,88,83,60,88,—,0.0,FC26,
Julián Álvarez,2026,Argentina,87,85,63,87,—,0.0,FC26,
Alexis Mac Allister,2026,Argentina,87,82,77,87,—,0.0,FC26,
Lionel Messi,2026,Argentina,98,93,58,86,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/messi-lionel.avif
Emiliano Martínez,2026,Argentina,85,11,85,85,—,0.0,FC26,
Rodrigo de Paul,2026,Argentina,84,80,78,84,—,0.0,FC26,
Exequiel Palacios,2026,Argentina,84,77,78,84,—,0.0,FC26,
Enzo Fernández,2026,Argentina,84,78,74,84,—,0.0,FC26,
Giovani Lo Celso,2026,Argentina,82,81,69,82,—,0.0,FC26,
Géronimo Rulli,2026,Argentina,82,11,82,82,—,0.0,FC26,
Nicolás Otamendi,2026,Argentina,82,60,84,82,—,0.0,FC26,
Leonardo Balerdi,2026,Argentina,81,60,81,81,—,0.0,FC26,
Lisandro Martínez,2026,Argentina,81,68,81,81,—,0.0,FC26,
Giuliano Simeone,2026,Argentina,81,77,55,81,—,0.0,FC26,
Juan Musso,2026,Argentina,79,10,79,79,—,0.0,FC26,
Thiago Almada,2026,Argentina,79,78,53,79,—,0.0,FC26,
Nico Paz,2026,Argentina,79,76,55,79,—,0.0,FC26,
Facundo Medina,2026,Argentina,79,61,80,79,—,0.0,FC26,
Nahuel Molina,2026,Argentina,79,73,74,79,—,0.0,FC26,
Nicolás Tagliafico,2026,Argentina,78,66,77,78,—,0.0,FC26,
Gonzalo Montiel,2026,Argentina,78,71,76,78,—,0.0,FC26,
Leandro Paredes,2026,Argentina,78,75,73,78,—,0.0,FC26,
Valentin Barco,2026,Argentina,75,66,66,75,—,0.0,FC26,
Nico Gonzalez,2026,Argentina,72,73,56,72,—,0.0,FC26,
José Manuel López,2026,Argentina,71,53,72,71,—,0.0,FC26,
Christian Romero,2026,Argentina,69,52,70,69,—,0.0,FC26,
Maty Ryan,2026,Australia,78,11,78,78,—,0.0,FC26,
Jackson Irvine,2026,Australia,75,69,74,75,—,0.0,FC26,
Harry Souttar,2026,Australia,73,43,74,73,—,0.0,FC26,
Cameron Burgess,2026,Australia,73,48,74,73,—,0.0,FC26,
Alessandro Circati,2026,Australia,71,46,73,71,—,0.0,FC26,
Cameron Devlin,2026,Australia,71,62,70,71,—,0.0,FC26,
Mathew Leckie,2026,Australia,70,71,67,70,—,0.0,FC26,
Paul Izzo,2026,Australia,70,10,70,70,—,0.0,FC26,
Aiden O'Neill,2026,Australia,70,65,69,70,—,0.0,FC26,
Jordan Bos,2026,Australia,69,64,66,69,—,0.0,FC26,
Connor Metcalfe,2026,Australia,69,66,66,69,—,0.0,FC26,
Kai Trewin,2026,Australia,69,53,72,69,—,0.0,FC26,
Cristian Volpato,2026,Australia,69,68,43,69,—,0.0,FC26 (heritage),
Mohamed Toure,2026,Australia,68,66,44,68,—,0.0,FC26,
Miloš Degenek,2026,Australia,67,48,66,67,—,0.0,estimated,
Ajdin Hrustic,2026,Australia,67,67,59,67,—,0.0,FC26,
Awer Mabil,2026,Australia,67,66,42,67,—,0.0,FC26,
Aziz Behich,2026,Australia,67,65,64,67,—,0.0,FC26,
Nestory Irankunda,2026,Australia,67,70,52,67,—,0.0,FC26,
Jason Geria,2026,Australia,66,58,67,66,—,0.0,FC26,
Patrick Beach,2026,Australia,65,9,65,65,—,0.0,FC26,
Nishan Velupillay,2026,Australia,65,64,41,65,—,0.0,FC26,
Jacob Italiano,2026,Australia,64,63,58,64,—,0.0,FC26,
Lucas Herrington,2026,Australia,59,41,60,59,—,0.0,FC26,
Tete Yengi,2026,Australia,59,56,48,59,—,0.0,FC26,
Paul Okon-Engstler,2026,Australia,52,47,50,52,—,0.0,FC26,
David Alaba,2026,Austria,82,76,80,82,—,0.0,FC26,
Konrad Laimer,2026,Austria,82,74,80,82,—,0.0,FC26,
Xaver Schlager,2026,Austria,80,73,76,80,—,0.0,FC26,
Marcel Sabitzer,2026,Austria,80,79,76,80,—,0.0,FC26,
Kevin Danso,2026,Austria,79,51,79,79,—,0.0,FC26,
Stefan Posch,2026,Austria,79,63,78,79,—,0.0,FC26,
Philipp Lienhart,2026,Austria,79,50,80,79,—,0.0,FC26,
Romano Schmid,2026,Austria,78,75,57,78,—,0.0,FC26,
Christoph Baumgartner,2026,Austria,77,74,51,77,—,0.0,FC26,
Nicolas  Seiwald,2026,Austria,77,69,75,77,—,0.0,FC26,
Patrick Wimmer,2026,Austria,77,75,56,77,—,0.0,FC26,
Marco Friedl,2026,Austria,77,59,78,77,—,0.0,FC26,
Philipp Mwene,2026,Austria,76,66,70,76,—,0.0,FC26,
David Affengruber,2026,Austria,75,56,77,75,—,0.0,FC26,
Marko Arnautovic,2026,Austria,75,68,51,75,—,0.0,estimated,
Florian Grillitsch,2026,Austria,75,67,70,75,—,0.0,FC26,
Michael Gregoritsch,2026,Austria,75,68,52,75,—,0.0,FC26,
Carney Chukwuemeka,2026,Austria,75,69,70,75,—,0.0,estimated,
Saša Kalajdžić,2026,Austria,74,68,50,74,—,0.0,FC26,
Alexander Prass,2026,Austria,74,71,70,74,—,0.0,FC26,
Alexander Schlager,2026,Austria,73,10,73,73,—,0.0,FC26,
Patrick Pentz,2026,Austria,72,10,72,72,—,0.0,FC26,
Paul Wanner,2026,Austria,68,45,70,68,—,0.0,FC26,
Michael Svoboda,2026,Austria,68,51,71,68,—,0.0,FC26,
Alessandro Schöpf,2026,Austria,68,66,63,68,—,0.0,FC26,
Florian Wiegele,2026,Austria,67,9,67,67,—,0.0,FC26,
Thibaut Courtois,2026,Belgium,89,11,89,89,—,0.0,FC26,
Kevin De Bruyne,2026,Belgium,87,84,67,87,—,0.0,FC26,
Youri Tielemans,2026,Belgium,85,78,74,85,—,0.0,FC26,
Romelu Lukaku,2026,Belgium,84,78,53,84,—,0.0,FC26,
Leandro Trossard,2026,Belgium,83,82,38,83,—,0.0,FC26,
Dodi Lukebakio,2026,Belgium,82,81,40,82,—,0.0,FC26,
Charles De Ketelaere,2026,Belgium,82,80,59,82,—,0.0,FC26,
Arthur Theate,2026,Belgium,80,59,81,80,—,0.0,FC26,
Maxim De Cuyper,2026,Belgium,80,77,75,80,—,0.0,FC26,
Jeremy Doku,2026,Belgium,80,78,42,80,—,0.0,FC26,
Hans Vanaken,2026,Belgium,80,76,65,80,—,0.0,FC26,
Alexis Saelemaekers,2026,Belgium,79,74,65,79,—,0.0,FC26,
Amadou Onana,2026,Belgium,79,69,79,79,—,0.0,FC26,
Zeno Debast,2026,Belgium,78,67,77,78,—,0.0,FC26,
Senne Lammens,2026,Belgium,78,10,78,78,—,0.0,FC26,
Axel Witsel,2026,Belgium,77,66,75,77,—,0.0,FC26,
Diego Moreira,2026,Belgium,77,73,65,77,—,0.0,FC26,
Nicolas Raskin,2026,Belgium,77,70,73,77,—,0.0,FC26,
Brandon Mechele,2026,Belgium,76,49,79,76,—,0.0,FC26,
Thomas Meunier,2026,Belgium,76,72,77,76,—,0.0,FC26,
Timothy Castagne,2026,Belgium,76,65,73,76,—,0.0,FC26,
Koni De Winter,2026,Belgium,74,54,74,74,—,0.0,FC26,
Mike Penders,2026,Belgium,73,11,73,73,—,0.0,FC26,
Joaquin Seys,2026,Belgium,73,62,67,73,—,0.0,FC26,
Nathan Ngoy,2026,Belgium,69,55,69,69,—,0.0,FC26,
Matias Fernandez-Pardo,2026,Belgium,60,61,55,60,—,0.0,FC26,
Edin Džeko,2026,Bosnia and Herzegovina,81,76,49,81,—,0.0,FC26,
Ermedin Demirovic,2026,Bosnia and Herzegovina,80,77,52,80,—,0.0,FC26,
Sead Kolašinac,2026,Bosnia and Herzegovina,79,66,80,79,—,0.0,FC26,
Nikola Vasilj,2026,Bosnia and Herzegovina,77,10,77,77,—,0.0,FC26,
Mladen Jurkas,2026,Bosnia and Herzegovina,77,20,77,77,—,0.0,estimated,
Martin Zlomislić,2026,Bosnia and Herzegovina,77,20,77,77,—,0.0,estimated,
Amar Dedić,2026,Bosnia and Herzegovina,74,69,69,74,—,0.0,FC26,
Amir Hadžiahmetović,2026,Bosnia and Herzegovina,73,67,71,73,—,0.0,FC26,
Haris Tabaković,2026,Bosnia and Herzegovina,73,65,43,73,—,0.0,FC26,
